,home_team_api_id,away_team_api_id,home_team_mean_rating,away_team_mean_rating,home_top_players,away_top_players,AVG_bet_H,AVG_bet_A_D,h_5_games_pts,a_5_games_pts,h_only_10_games_pts,a_only_10_games_pts,final_result
2340,8586,8650,80.18181818181819,81.36363636363636,5,9,2.683333333333333,2.091666666666667,12,7,24,23,0
2341,8654,8466,74.22727272727273,77.22727272727273,0,2,2.725,2.9462499999999996,6,8,15,14,0
2342,10252,10003,75.68181818181819,76.0909090909091,1,0,2.4416666666666664,2.2895833333333333,6,6,10,9,0
2343,8667,8455,73.95454545454545,83.86363636363636,0,11,7.375,1.5320833333333335,8,11,14,18,0
2344,8650,10260,81.13636363636364,81.4090909090909,7,5,2.1166666666666667,1.7041666666666666,15,12,19,16,0
2345,8456,8659,82.4090909090909,74.18181818181819,8,0,1.305,1.9179166666666665,9,10,23,8,1
2346,10261,9825,75.95454545454545,80.5,1,5,5.608333333333333,3.155416666666666,4,15,17,16,0
2347,10172,8668,75.22727272727273,79.0,0,4,3.3083333333333336,1.48125,3,4,12,4,0
2348,8466,8191,78.22727272727273,72.4090909090909,2,0,1.4383333333333332,1.4716666666666665,5,4,17,6,1
2349,10194,9826,76.27272727272727,74.5,1,0,2.141666666666667,2.4166666666666665,9,7,17,13,0
2350,8586,8197,79.4090909090909,72.36363636363636,4,0,1.555,2.8616666666666664,7,2,21,5,1
2351,8654,8472,75.0,74.77272727272727,0,0,1.83,1.6854166666666666,2,2,15,11,1
2352,9825,8650,81.22727272727273,80.4090909090909,6,6,1.8549999999999998,1.3875,15,12,27,19,1
2353,8191,8586,72.4090909090909,78.81818181818181,0,2,3.4666666666666663,2.4541666666666666,4,10,15,18,0
2354,8455,10194,83.86363636363636,75.68181818181819,10,1,1.28,1.5583333333333333,11,9,24,14,1
2355,9826,8456,74.4090909090909,82.81818181818181,0,8,5.05,1.3916666666666666,9,9,11,18,1
2356,8668,8466,79.27272727272727,77.5909090909091,4,1,2.6133333333333333,1.3629166666666668,7,7,15,17,1
2357,8197,8654,72.36363636363636,75.22727272727273,0,0,2.315,2.985416666666667,2,4,6,8,1
2358,10260,10252,81.77272727272727,76.0909090909091,6,1,1.305,1.4770833333333335,12,6,27,8,1
2359,8472,10261,73.9090909090909,75.86363636363636,0,1,2.4699999999999998,1.5958333333333332,2,3,7,8,1
2360,10003,8667,76.0909090909091,73.5909090909091,0,0,1.9133333333333333,2.4229166666666666,9,5,15,6,1
2361,8659,10172,74.45454545454545,75.63636363636364,0,0,1.7633333333333334,1.3616666666666666,7,0,15,3,0
2362,8191,9825,72.4090909090909,81.22727272727273,0,6,6.333333333333333,1.8991666666666667,4,15,13,19,0
2363,8650,10261,79.81818181818181,75.22727272727273,4,1,1.415,2.1416666666666666,9,3,18,5,1
2364,10260,8456,81.4090909090909,82.81818181818181,5,8,2.6216666666666666,1.9166666666666667,15,6,27,17,1
2365,10172,8455,74.0,83.4090909090909,0,10,8.383333333333333,1.4470833333333333,4,11,11,20,0
2366,8466,8667,76.9090909090909,72.27272727272727,1,0,1.531666666666667,4.108333333333333,7,2,17,6,1
2367,8472,9826,74.45454545454545,74.68181818181819,0,0,2.733333333333333,1.8208333333333335,4,12,9,16,0
2368,10003,8668,76.31818181818181,79.27272727272727,0,4,2.466666666666667,3.577083333333333,9,9,15,6,0
2369,8586,10252,78.5,76.13636363636364,2,1,1.6083333333333336,2.1999999999999997,10,7,24,7,0
2370,8659,8197,74.4090909090909,72.45454545454545,0,0,2.216666666666667,1.787916666666667,6,5,15,5,0
2371,8654,10194,75.81818181818181,75.95454545454545,0,1,2.25,2.3770833333333337,3,6,15,11,0
2372,9825,8472,81.9090909090909,74.0909090909091,7,0,1.305,1.4708333333333332,8,8,25,10,0
2373,10252,10172,76.13636363636364,74.63636363636364,1,0,2.1166666666666667,1.5241666666666667,6,3,10,6,0
2374,8455,10260,83.68181818181819,81.22727272727273,10,6,2.0,1.4041666666666668,13,15,24,19,1
2375,9826,8659,74.5909090909091,74.0,0,0,1.9416666666666664,1.3704166666666666,12,3,14,5,0
2376,8668,8191,79.63636363636364,72.4090909090909,4,0,1.7266666666666668,3.0375,10,4,17,6,1
2377,8667,8650,73.0909090909091,79.9090909090909,0,4,3.9883333333333333,1.4383333333333335,4,7,11,20,1
2378,8197,10003,73.18181818181819,76.68181818181819,0,0,2.1500000000000004,1.3812500000000003,7,7,8,9,1
2379,8456,8654,82.0909090909091,75.54545454545455,7,0,1.2783333333333333,1.6624999999999999,6,4,23,7,1
2380,10261,8586,75.95454545454545,79.5909090909091,1,4,3.1299999999999994,1.8166666666666664,0,7,14,16,0
2381,10194,8466,76.31818181818181,77.36363636363636,1,2,3.216666666666667,1.5283333333333333,4,10,16,14,1
2382,9825,8455,81.31818181818181,83.86363636363636,6,10,2.4166666666666665,1.8179166666666664,15,13,27,20,0
2383,8191,8197,72.0,72.72727272727273,0,0,2.5500000000000003,1.7604166666666667,4,10,12,8,0
2384,9826,8667,74.95454545454545,73.0909090909091,0,0,2.033333333333333,1.5387499999999996,12,2,11,6,0
2385,8668,10260,79.86363636363636,80.77272727272727,5,6,3.5750000000000006,1.3875,13,12,17,16,1
2386,8456,10252,82.0909090909091,76.54545454545455,7,1,1.2866666666666668,1.7479166666666666,6,7,23,9,1
2387,10261,10003,75.9090909090909,76.72727272727273,1,0,2.4499999999999997,1.352083333333333,0,7,11,9,0
2388,10172,8654,73.5,73.72727272727273,0,0,2.356666666666667,2.7791666666666663,4,4,8,7,0
2389,8466,8586,77.22727272727273,79.81818181818181,1,5,2.108333333333333,4.25,7,7,17,16,0
2390,10194,8472,76.13636363636364,73.9090909090909,1,0,1.9199999999999997,1.5916666666666666,4,4,19,8,0
2391,8659,8650,74.0,80.22727272727273,0,5,4.033333333333334,2.55875,6,9,15,19,0
2392,10252,8668,75.86363636363636,79.68181818181819,1,4,2.6833333333333336,1.3712499999999999,4,13,10,7,1
2393,8455,9826,83.68181818181819,74.5909090909091,11,0,1.3533333333333335,3.0845833333333332,13,9,24,18,1
2395,8197,10261,72.9090909090909,75.45454545454545,0,0,1.9266666666666665,1.4645833333333336,12,0,10,5,1
2396,8650,10172,80.04545454545455,74.27272727272727,5,0,1.3900000000000003,2.191666666666667,4,5,21,7,1
2397,10260,8659,80.9090909090909,74.63636363636364,6,0,1.3500000000000003,1.4825,9,4,27,8,0
2398,8472,8466,73.27272727272727,76.77272727272727,0,0,3.8833333333333333,1.679166666666667,4,7,8,13,1
2399,10003,10194,77.0,74.9090909090909,1,0,2.2716666666666665,1.969166666666667,10,5,13,12,1
2400,8586,8456,79.9090909090909,81.36363636363636,5,5,3.6166666666666667,2.3249999999999997,8,9,21,14,0
2401,8654,8191,73.72727272727273,72.13636363636364,0,0,2.225,3.81875,5,1,15,3,1
2402,9825,10003,81.4090909090909,77.31818181818181,6,1,1.3233333333333335,1.5541666666666665,13,10,28,11,0
2403,10252,8654,76.13636363636364,73.72727272727273,1,0,1.9349999999999998,1.3583333333333334,7,5,10,5,1
2404,8455,8650,81.36363636363636,80.04545454545455,7,5,2.0833333333333335,1.3395833333333333,13,7,24,17,0
2405,9826,10260,74.95454545454545,81.81818181818181,0,6,4.446666666666666,1.5304166666666668,6,6,11,13,0
2406,8668,8472,79.86363636363636,73.27272727272727,5,0,1.8133333333333335,3.21875,10,7,19,8,0
2407,8667,8191,73.0909090909091,72.13636363636364,0,0,1.9166666666666667,2.55625,6,1,14,3,0
2408,8197,8466,72.9090909090909,75.9090909090909,0,0,2.5733333333333333,2.535416666666667,12,4,13,13,1
2409,8456,10172,81.36363636363636,73.5,5,0,1.2166666666666666,2.3000000000000003,9,5,23,7,1
2410,10261,8659,75.81818181818181,74.31818181818181,1,0,2.5116666666666663,1.4916666666666665,0,7,8,10,0
2411,10194,8586,75.36363636363636,80.04545454545455,0,5,2.808333333333333,2.50625,5,5,17,17,1
2412,8191,10194,72.13636363636364,75.36363636363636,0,0,2.6749999999999994,1.9616666666666667,3,8,11,12,0
2413,8650,9826,80.54545454545455,74.68181818181819,6,0,1.4566666666666663,2.5124999999999997,8,3,21,17,0
2414,10260,9825,81.81818181818181,81.4090909090909,6,6,2.4166666666666665,1.3354166666666665,6,10,24,19,0
2415,10172,10261,74.0909090909091,76.18181818181819,0,1,2.9583333333333335,1.4341666666666668,2,1,6,4,1
2416,8466,10252,76.72727272727273,76.31818181818181,0,1,1.7633333333333336,1.4858333333333331,4,10,18,6,1
2417,8472,8197,73.72727272727273,72.9090909090909,0,0,2.6833333333333336,1.4749999999999999,10,12,11,11,0
2419,8586,8667,79.9090909090909,72.4090909090909,5,0,1.7666666666666666,1.4316666666666666,4,6,20,8,1
2420,8659,8455,74.5909090909091,82.36363636363636,0,9,3.983333333333333,2.9095833333333334,8,11,16,23,1
2421,8654,8668,75.54545454545455,78.54545454545455,0,4,2.7916666666666665,2.5275000000000003,5,7,15,7,0
2422,9825,8659,81.13636363636364,74.86363636363636,6,1,1.3933333333333333,1.4325,6,11,23,11,1
2423,10252,8191,75.22727272727273,72.81818181818181,1,0,2.0833333333333335,1.4104166666666667,9,4,12,6,0
2424,8455,8472,82.86363636363636,75.0,10,0,1.3500000000000003,1.5325,8,9,22,8,1
2426,8668,8586,78.68181818181819,80.27272727272727,4,5,2.375,4.4375,9,7,16,14,0
2427,8667,10260,72.5,82.04545454545455,0,7,3.15,3.44375,6,4,14,15,0
2428,8197,10172,72.9090909090909,72.86363636363636,0,0,1.6016666666666668,1.7666666666666666,10,4,16,7,1
2429,8456,8466,82.0909090909091,76.72727272727273,6,0,1.555,3.1941666666666664,12,4,23,13,1
2430,10261,8654,75.68181818181819,74.22727272727273,0,0,1.78,1.40125,1,4,9,4,1
2431,10194,8650,76.36363636363636,80.54545454545455,1,6,3.358333333333334,2.7937499999999997,8,5,20,18,1
2432,9825,8456,81.72727272727273,82.18181818181819,8,7,2.8949999999999996,1.3620833333333335,11,12,24,23,0
2433,8455,10003,84.0,76.31818181818181,11,0,1.2966666666666666,1.4891666666666667,13,12,23,9,1
2434,9826,8191,73.5909090909091,70.68181818181819,0,0,2.183333333333333,1.7166666666666668,3,1,16,0,0
2435,8667,8654,74.31818181818181,74.63636363636364,0,0,2.2,1.3229166666666665,4,6,8,13,0
2436,8650,10252,81.36363636363636,74.54545454545455,10,0,1.295,1.39125,10,7,25,5,0
2437,10260,10172,82.31818181818181,76.4090909090909,10,0,1.2966666666666666,1.3999999999999997,6,3,16,8,1
2438,8466,10261,77.68181818181819,76.68181818181819,2,2,1.8366666666666667,1.5270833333333333,8,5,16,8,1
2439,10194,8197,75.36363636363636,69.95454545454545,1,0,2.1,1.4229166666666666,10,2,19,0,0
2440,8472,8586,75.68181818181819,80.18181818181819,0,5,3.558333333333333,3.342083333333333,8,9,12,14,0
2441,8659,8668,74.18181818181819,80.04545454545455,0,6,3.4333333333333336,3.9604166666666667,2,5,10,14,0
2442,10252,9825,74.72727272727273,81.81818181818181,0,8,4.425,1.4729166666666667,10,9,17,12,0
2443,8191,8472,70.0909090909091,75.77272727272727,0,0,2.5500000000000003,1.4554166666666666,2,6,1,11,0
2444,8668,9826,79.77272727272727,73.9090909090909,5,0,1.4183333333333332,1.508333333333333,8,3,19,13,0
2445,8197,10260,71.63636363636364,82.54545454545455,0,10,5.3500000000000005,1.5895833333333333,5,6,2,16,1
2446,8456,8455,83.0,83.68181818181819,9,11,2.4083333333333337,4.0249999999999995,10,15,22,22,0
2447,10261,8667,76.5,74.31818181818181,2,0,2.1916666666666664,1.7395833333333333,2,5,10,10,0
2448,10172,10194,76.4090909090909,75.63636363636364,0,1,2.746666666666666,3.014583333333333,3,7,9,13,0
2449,10003,8466,76.68181818181819,77.27272727272727,1,2,2.4783333333333335,1.8125000000000002,9,8,19,16,0
2450,8586,8659,80.18181818181819,74.4090909090909,5,0,1.5250000000000001,1.50125,10,2,21,7,0
2451,8654,8650,74.9090909090909,80.54545454545455,0,8,4.38,1.554166666666667,4,9,15,23,1
2452,9825,8586,81.5909090909091,79.0,8,5,1.7916666666666667,1.7333333333333332,9,7,22,12,0
2453,8455,10252,84.0909090909091,74.45454545454545,11,0,1.2349999999999999,1.3375000000000001,13,10,23,7,1
2454,9826,8197,73.86363636363636,71.5909090909091,0,0,2.5966666666666667,1.5250000000000001,5,8,14,3,1
2455,8667,8456,74.0,83.0,0,8,6.125,1.4833333333333334,6,8,9,21,0
2456,8650,8668,81.0909090909091,78.9090909090909,10,5,1.89,1.5645833333333332,6,5,24,16,0
2458,8466,10172,77.86363636363636,76.95454545454545,2,0,1.458333333333333,1.8708333333333333,10,4,16,5,1
2459,10194,10261,75.81818181818181,76.5,1,2,2.141666666666667,5.10625,5,3,19,5,1
2460,8472,10003,74.95454545454545,76.27272727272727,0,0,2.766666666666666,1.41875,4,9,13,8,0
2461,8659,8191,74.18181818181819,70.5,0,0,1.9833333333333334,1.3791666666666664,5,3,9,1,1
2462,10252,8456,74.5909090909091,83.0909090909091,0,9,6.891666666666667,1.3895833333333334,7,8,14,21,0
2463,8455,9825,84.04545454545455,81.77272727272727,11,8,1.6766666666666667,1.8729166666666666,13,7,25,14,1
2464,8667,9826,73.95454545454545,73.86363636363636,0,0,2.108333333333333,3.027083333333333,3,8,8,16,1
2465,8197,8191,70.77272727272727,70.9090909090909,0,0,1.7916666666666667,3.110416666666666,7,3,5,1,0
2466,8650,8659,80.54545454545455,74.27272727272727,9,0,1.445,1.8083333333333333,4,7,22,10,1
2467,10260,8668,82.04545454545455,78.5,9,3,1.6733333333333336,1.8699999999999999,5,5,16,17,1
2468,8472,10194,73.95454545454545,75.72727272727273,0,1,2.525,1.4254166666666668,4,8,13,14,1
2470,8586,8466,78.95454545454545,77.86363636363636,4,2,2.1750000000000003,1.7874999999999999,5,13,21,16,1
2471,8654,10172,75.54545454545455,76.04545454545455,0,0,1.9266666666666665,1.3508333333333333,7,4,15,4,1
2472,9825,8667,79.95454545454545,74.5,7,0,1.4116666666666664,1.3624999999999998,6,5,20,11,0
2473,8191,8654,71.4090909090909,75.68181818181819,0,0,2.7716666666666665,1.6854166666666666,4,10,2,11,0
2474,9826,8455,73.63636363636364,83.54545454545455,0,10,7.966666666666666,1.3791666666666664,8,13,14,20,0
2475,8668,10252,79.5909090909091,75.5,6,1,1.6200000000000003,1.3554166666666665,4,6,16,7,1
2476,8456,8586,81.72727272727273,79.18181818181819,5,4,1.4833333333333334,1.3637499999999998,8,5,23,12,1
2477,10261,8197,75.45454545454545,72.0,1,0,2.191666666666667,3.016666666666667,3,8,11,3,1
2478,10172,8650,75.04545454545455,80.54545454545455,0,8,5.766666666666667,1.7625000000000002,4,7,9,22,0
2479,8466,8472,77.72727272727273,74.18181818181819,2,0,1.6150000000000002,1.8683333333333332,12,6,18,9,1
2480,10194,10003,75.86363636363636,76.31818181818181,1,1,2.47,1.5679166666666664,7,7,19,9,1
2481,8659,10260,73.68181818181819,83.04545454545455,0,11,4.866666666666666,1.8975,6,8,11,16,0
2482,8191,8668,71.45454545454545,79.5,0,6,4.468333333333334,2.097916666666667,3,7,2,17,0
2483,8650,8667,80.72727272727273,73.18181818181819,8,0,1.4299999999999997,1.6229166666666666,7,6,22,9,0
2484,10260,8455,82.5909090909091,83.72727272727273,9,11,2.8016666666666663,1.6666666666666667,8,13,16,22,0
2485,10172,10252,75.31818181818181,76.18181818181819,0,1,2.3599999999999994,4.15625,1,3,8,6,1
2486,8466,10194,77.95454545454545,74.77272727272727,2,1,1.6199999999999999,1.3583333333333334,12,7,20,13,1
2487,8472,9825,75.27272727272727,80.54545454545455,0,6,5.141666666666667,1.4970833333333333,6,6,13,14,0
2488,10003,8197,76.72727272727273,71.13636363636364,1,0,1.9266666666666667,1.8950000000000002,4,7,16,3,1
2489,8586,10261,79.27272727272727,75.0,4,1,1.7333333333333334,2.7125000000000004,5,5,21,4,0
2490,8659,9826,74.22727272727273,74.04545454545455,0,0,1.89,1.4170833333333333,7,7,11,15,0
2491,8654,8456,75.68181818181819,83.45454545454545,0,9,5.933333333333334,1.5520833333333333,10,11,15,23,1
2492,9825,8654,82.86363636363636,76.54545454545455,9,1,1.2983333333333333,1.3825,6,4,23,4,0
2493,8678,10252,73.5,77.0,0,0,2.01,1.4624999999999997,0,6,0,6,0
2494,8455,10003,85.18181818181819,78.4090909090909,10,2,1.3816666666666668,1.3604166666666664,10,10,22,14,0
2495,8668,9817,80.04545454545455,74.54545454545455,6,0,1.7183333333333335,1.4075,6,0,16,0,0
2496,8197,8472,74.0909090909091,76.5909090909091,0,0,1.9916666666666665,1.8229166666666667,10,8,19,7,1
2497,10260,8586,82.22727272727273,80.5,8,5,1.6516666666666664,2.1145833333333335,5,7,22,14,1
2498,10261,8466,77.5909090909091,77.9090909090909,1,2,2.7983333333333333,1.4624999999999997,4,4,9,10,0
2499,9850,9826,73.22727272727273,76.31818181818181,0,0,2.561666666666667,3.1666666666666665,1,3,12,20,0
2500,10194,8650,76.54545454545455,80.31818181818181,1,5,3.266666666666666,2.670833333333333,8,4,20,15,0
2501,8659,8456,74.45454545454545,82.68181818181819,1,7,5.3500000000000005,1.3354166666666665,8,15,16,14,0
2502,9825,8668,82.81818181818181,80.36363636363636,8,7,1.4416666666666664,1.8512500000000003,12,8,18,15,1
2503,10252,10003,75.95454545454545,78.36363636363636,0,2,2.891666666666667,1.8166666666666667,0,2,11,14,0
2504,8678,8586,73.4090909090909,81.18181818181819,0,7,3.383333333333333,2.1125,4,11,5,13,0
2505,8197,9826,74.68181818181819,74.86363636363636,0,0,2.233333333333333,1.3687500000000001,8,6,22,21,1
2506,8650,8466,80.5,79.04545454545455,4,2,2.0416666666666665,1.94625,6,8,19,7,0
2507,10260,8456,83.0,82.68181818181819,10,7,2.6133333333333333,2.0729166666666665,12,9,23,15,0
2508,9850,8659,74.68181818181819,75.5,0,2,2.0216666666666665,1.6062500000000002,5,7,11,14,0
2509,10194,9817,78.13636363636364,73.63636363636364,4,0,2.091666666666667,3.329166666666667,10,7,17,5,0
2510,8472,10261,76.5,77.31818181818181,1,2,2.5533333333333332,1.5304166666666665,1,4,10,1,1
2511,8654,8455,76.5,84.27272727272727,1,10,3.8416666666666663,2.2208333333333337,11,7,11,17,1
2512,8455,8650,83.36363636363636,80.9090909090909,9,5,2.1,1.3525,7,7,20,8,0
2513,9826,10260,76.13636363636364,83.27272727272727,0,11,3.733333333333333,1.5875000000000001,6,10,12,16,0
2514,8668,8472,80.0909090909091,76.04545454545455,6,0,1.5050000000000001,3.4791666666666665,5,4,14,6,1
2515,8456,9850,82.13636363636364,74.13636363636364,6,0,1.2766666666666666,1.7791666666666668,7,2,27,6,1
2516,10261,10194,77.0,78.0909090909091,2,3,2.4133333333333336,1.3687500000000001,4,10,9,10,0
2517,8466,8678,79.0,73.0909090909091,2,0,1.5533333333333335,2.220833333333333,8,4,20,3,1
2518,10003,9825,78.27272727272727,82.81818181818181,2,8,4.825,1.7708333333333333,5,12,18,25,0
2519,8586,10252,81.27272727272727,75.72727272727273,7,0,1.4233333333333331,1.9770833333333335,11,0,18,9,1
2520,9817,8654,73.63636363636364,76.86363636363636,0,1,2.5783333333333336,1.342083333333333,7,11,5,14,1
2521,8659,8197,75.45454545454545,74.4090909090909,1,0,2.805,1.4270833333333333,9,8,11,16,0
2522,9825,8586,82.77272727272727,81.27272727272727,8,7,1.705,1.7645833333333334,15,11,18,16,0
2523,10252,8456,77.22727272727273,82.68181818181819,0,7,7.3500000000000005,1.7291666666666667,0,10,8,13,0
2524,8678,10261,72.81818181818181,76.9090909090909,0,2,2.225,1.3783333333333332,1,5,5,1,0
2525,8197,9817,74.68181818181819,73.5909090909091,0,0,1.8466666666666667,2.1208333333333336,10,7,22,8,1
2526,8650,9826,80.5,76.5,5,0,1.6683333333333332,1.5074999999999996,9,7,17,18,0
2527,10260,8659,81.86363636363636,74.86363636363636,8,0,1.3433333333333335,1.3516666666666666,8,6,21,17,1
2528,9850,10003,73.36363636363636,78.27272727272727,0,2,2.4833333333333334,1.4716666666666667,1,4,8,14,1
2529,10194,8455,78.18181818181819,83.63636363636364,3,10,3.6916666666666664,1.3316666666666668,10,4,14,14,1
2530,8472,8466,74.77272727272727,78.4090909090909,0,2,4.708333333333333,1.9420833333333334,4,11,12,7,0
2531,8654,8668,77.31818181818181,80.13636363636364,1,6,2.5700000000000003,1.5666666666666667,8,7,14,15,0
2532,8455,9850,83.54545454545455,74.27272727272727,9,0,1.413333333333333,2.308333333333333,3,3,17,6,1
2533,9826,8472,76.77272727272727,76.13636363636364,0,0,1.5850000000000002,1.5,7,4,10,6,0
2534,8668,10252,80.22727272727273,76.45454545454545,6,0,1.5683333333333336,2.2624999999999997,5,1,14,6,1
2535,8456,8650,82.31818181818181,80.77272727272727,6,4,1.6916666666666667,1.5729166666666667,11,6,27,11,0
2536,10261,8197,76.81818181818181,74.95454545454545,2,0,2.7550000000000003,1.35625,7,13,10,19,0
2537,8466,10194,78.36363636363636,78.18181818181819,1,3,1.6083333333333336,1.7437500000000001,11,10,20,11,0
2538,10003,8678,76.9090909090909,73.0909090909091,2,0,1.9033333333333333,3.1004166666666664,4,1,15,3,0
2539,8586,8654,81.0909090909091,76.81818181818181,6,0,1.5766666666666669,2.4270833333333335,9,8,18,14,1
2540,9817,10260,73.72727272727273,82.13636363636364,0,9,4.06,1.7041666666666664,7,8,8,14,0
2541,8659,9825,75.04545454545455,83.04545454545455,0,10,6.433333333333334,2.19375,6,13,8,25,1
2542,10252,9817,76.5909090909091,74.13636363636364,0,0,2.6999999999999997,1.5145833333333332,1,6,9,8,0
2543,8678,8668,73.04545454545455,80.22727272727273,0,6,2.85,1.6645833333333335,1,7,5,16,0
2544,9826,10261,76.77272727272727,76.5909090909091,0,2,1.7166666666666666,2.8025,4,7,7,4,1
2545,8197,10260,75.4090909090909,81.72727272727273,0,8,3.0583333333333336,2.103333333333333,13,11,22,17,0
2546,8650,10003,80.36363636363636,76.77272727272727,4,1,1.4733333333333334,1.3325,8,4,14,14,1
2547,8456,8466,81.86363636363636,77.72727272727273,5,2,1.5683333333333334,1.7770833333333333,8,8,24,10,1
2548,9850,9825,72.9090909090909,83.27272727272727,0,9,5.683333333333334,2.952083333333333,3,10,10,22,0
2549,8472,10194,76.4090909090909,78.18181818181819,0,3,3.0749999999999997,1.6520833333333336,6,10,12,14,1
2550,8586,8455,81.04545454545455,83.9090909090909,6,10,2.5749999999999997,2.6625,11,6,18,11,0
2551,8654,8659,77.18181818181819,75.22727272727273,0,0,2.05,1.7916666666666667,7,9,15,17,0
2552,9825,8472,82.31818181818181,75.4090909090909,8,0,1.2666666666666666,1.3270833333333332,8,9,16,8,1
2553,8455,8678,84.31818181818181,72.81818181818181,10,0,1.3616666666666666,1.4083333333333332,4,2,17,4,0
2554,8668,9826,80.0,76.5909090909091,5,0,2.0416666666666665,2.60125,8,7,14,21,0
2555,10260,8654,80.81818181818181,76.95454545454545,8,0,1.4266666666666665,2.1666666666666665,9,5,21,14,0
2556,10261,8650,76.54545454545455,80.04545454545455,2,4,5.566666666666666,1.4004166666666666,4,10,10,13,1
2557,8466,10252,78.77272727272727,76.45454545454545,2,0,1.5016666666666667,1.43375,7,1,17,6,0
2558,10194,8456,78.36363636363636,82.31818181818181,3,6,5.1000000000000005,1.4395833333333332,7,8,17,14,1
2559,10003,8197,77.04545454545455,74.95454545454545,1,0,2.683333333333333,2.3041666666666667,4,13,16,22,0
2560,9817,9850,73.86363636363636,73.31818181818181,0,0,2.125,3.0124999999999997,9,4,8,6,1
2561,8659,8586,74.77272727272727,81.4090909090909,0,7,4.346666666666667,1.575,7,11,11,16,0
2562,10252,9825,76.45454545454545,82.27272727272727,0,8,6.333333333333333,1.4783333333333335,2,8,8,20,0
2563,8678,10260,72.81818181818181,78.0909090909091,0,5,3.266666666666666,3.5,5,9,6,18,1
2564,9826,8466,76.86363636363636,76.86363636363636,0,2,2.5416666666666665,1.3525,8,7,10,10,1
2565,8197,8455,74.95454545454545,84.13636363636364,0,9,3.088333333333333,1.4579166666666667,13,4,23,9,1
2566,8650,8659,81.0,74.5909090909091,5,0,1.4066666666666665,2.2958333333333334,9,5,17,15,0
2567,8456,10003,82.5,77.81818181818181,7,1,1.305,1.3775000000000002,7,1,24,11,1
2568,9850,8668,73.68181818181819,80.86363636363636,0,6,2.841666666666667,1.5616666666666668,4,9,8,14,0
2569,8472,9817,75.04545454545455,74.68181818181819,0,0,2.8049999999999997,1.3541666666666667,6,9,12,11,0
2571,8654,10194,76.31818181818181,78.0909090909091,0,2,2.583333333333333,2.3562499999999997,3,10,13,13,0
2572,9825,8456,82.31818181818181,83.04545454545455,8,7,2.4133333333333336,1.8962500000000002,8,7,18,14,1
2573,8455,8472,84.22727272727273,75.54545454545455,10,0,1.3133333333333332,2.75,4,6,14,5,1
2574,8668,8197,80.86363636363636,74.4090909090909,6,0,2.091666666666667,1.352083333333333,7,13,12,22,0
2575,10260,9850,82.27272727272727,73.63636363636364,8,0,1.4549999999999998,2.1625,8,5,19,6,0
2576,10261,10252,76.68181818181819,76.5909090909091,3,0,2.0083333333333333,5.2625,7,2,13,4,0
2577,8466,8586,78.0,81.5909090909091,2,7,2.6216666666666666,1.5075,4,9,15,14,0
2578,10194,9826,78.72727272727273,76.31818181818181,3,0,2.45,2.5104166666666665,10,10,17,19,0
2579,10003,8654,77.86363636363636,75.77272727272727,1,0,2.108333333333334,1.835416666666667,1,4,13,14,0
2580,9817,8650,74.77272727272727,80.63636363636364,0,6,3.9883333333333333,1.585416666666667,9,7,11,13,1
2581,8659,8678,74.5909090909091,72.81818181818181,0,0,2.516666666666666,1.43625,6,8,12,7,0
2582,10252,8654,76.0909090909091,76.0,0,0,2.655,1.3191666666666666,2,4,5,15,0
2583,8678,9826,72.72727272727273,75.4090909090909,0,0,2.4166666666666665,2.1625,11,10,9,19,0
2584,8455,9817,84.22727272727273,75.0909090909091,10,0,1.4516666666666664,1.98125,7,12,16,14,0
2585,8650,8197,81.04545454545455,74.95454545454545,5,0,1.928333333333333,1.385,7,13,15,22,1
2586,8456,8472,83.0909090909091,74.95454545454545,8,0,1.21,1.5083333333333335,6,6,24,4,1
2587,10261,8668,76.9090909090909,80.54545454545455,3,5,3.141666666666667,3.5375,7,6,13,14,0
2588,8466,9825,77.68181818181819,82.31818181818181,2,8,3.5,1.60625,1,10,14,20,1
2589,10194,10260,78.0909090909091,81.95454545454545,3,8,3.1333333333333333,1.3458333333333334,7,5,16,15,1
2590,10003,8659,77.77272727272727,74.5,1,0,1.9633333333333336,1.48125,2,6,13,13,1
2591,8586,9850,81.54545454545455,74.5909090909091,7,0,1.4249999999999998,1.3470833333333332,9,5,19,9,1
2592,9825,8678,82.22727272727273,73.0909090909091,8,0,1.4166666666666667,1.6208333333333336,10,11,21,10,1
2593,9826,10003,76.27272727272727,75.04545454545455,0,1,2.0349999999999997,4.627083333333333,11,4,13,11,0
2594,8668,10194,80.31818181818181,78.18181818181819,6,3,1.9349999999999998,1.4262499999999998,6,7,12,14,0
2595,8197,8456,75.5,83.68181818181819,0,8,4.046666666666667,1.8637500000000002,10,9,23,14,0
2596,10260,8455,83.0909090909091,83.63636363636364,10,9,2.586666666666667,2.4616666666666664,2,5,16,8,0
2597,9850,10252,74.5,75.86363636363636,0,0,2.0250000000000004,1.8375000000000001,5,3,9,5,1
2598,8472,8650,76.22727272727273,81.4090909090909,0,6,5.041666666666667,2.63875,3,7,12,12,0
2599,9817,8586,73.86363636363636,80.27272727272727,0,5,3.5916666666666663,1.375416666666667,13,11,14,16,0
2600,8659,10261,74.5,77.0,0,3,2.1750000000000003,1.4741666666666668,3,4,11,4,1
2601,8654,8466,76.22727272727273,77.45454545454545,0,2,3.341666666666667,2.1979166666666665,5,4,13,10,1
