,home_team_api_id,away_team_api_id,home_team_mean_rating,away_team_mean_rating,home_top_players,away_top_players,AVG_bet_H,AVG_bet_A_D,h_5_games_pts,a_5_games_pts,h_only_10_games_pts,a_only_10_games_pts,final_result
8071,8564,208931,78.95454545454545,71.72727272727273,3,0,1.4533333333333331,4.979166666666667,5,5,16,6,0
8072,8600,8535,76.81818181818181,77.36363636363636,0,1,3.316666666666667,1.4612499999999997,5,6,12,10,1
8073,8533,9891,73.54545454545455,69.72727272727273,0,0,1.8516666666666666,1.4266666666666667,11,4,16,7,1
8074,8534,9876,74.27272727272727,73.4090909090909,1,0,1.8500000000000003,2.2916666666666665,5,4,13,7,1
8075,10233,8636,74.45454545454545,80.86363636363636,0,7,3.483333333333333,1.3695833333333332,12,9,18,20,1
8076,9885,8543,83.18181818181819,78.04545454545455,10,3,1.51,3.5749999999999997,15,10,30,15,1
8077,7943,9882,76.18181818181819,76.54545454545455,1,0,1.9599999999999997,2.60625,4,5,13,13,0
8079,8524,8533,75.72727272727273,74.31818181818181,1,0,1.9749999999999999,2.1437500000000003,7,13,10,16,1
8081,9857,10233,74.54545454545455,73.95454545454545,0,0,2.263333333333333,2.2729166666666667,1,12,10,8,1
8082,8535,9885,78.54545454545455,82.86363636363636,2,10,3.6333333333333333,2.2270833333333333,5,15,19,28,0
8083,9882,8543,76.0909090909091,78.27272727272727,0,3,2.7033333333333336,1.5833333333333333,5,7,12,15,1
8084,9876,8564,73.04545454545455,78.5,0,3,5.0249999999999995,1.4262499999999998,4,5,8,14,1
8085,8686,9875,80.95454545454545,81.27272727272727,6,9,2.5216666666666665,1.5975,11,9,21,16,1
8086,9891,8540,69.27272727272727,73.45454545454545,0,0,2.36,1.7020833333333332,4,1,9,5,0
8087,9804,7943,77.22727272727273,76.18181818181819,3,1,2.058333333333333,1.3316666666666668,9,2,10,10,0
8088,8636,8600,80.0909090909091,76.4090909090909,6,0,1.4483333333333333,1.6687500000000002,9,8,17,6,1
8089,9875,8524,81.54545454545455,74.18181818181819,9,1,1.1683333333333332,1.6333333333333335,6,10,26,6,1
8090,8534,9857,74.0909090909091,74.63636363636364,1,0,2.3216666666666668,2.7262500000000003,7,4,13,14,0
8091,9885,208931,82.45454545454545,72.22727272727273,9,0,1.2783333333333335,1.3170833333333334,15,5,30,7,1
8092,8533,8535,74.27272727272727,77.9090909090909,0,2,3.6833333333333336,4.51875,10,4,19,9,0
8093,8564,9891,78.68181818181819,70.04545454545455,2,0,1.255,4.175,4,3,14,7,0
8094,7943,9876,76.36363636363636,73.13636363636364,1,0,1.53,1.7187499999999998,5,6,11,7,1
8095,8543,8636,78.45454545454545,80.45454545454545,3,8,2.5033333333333334,2.7062500000000003,6,9,14,17,1
8096,10233,8686,74.27272727272727,80.77272727272727,0,6,5.083333333333333,2.11375,9,11,20,19,0
8097,8540,9882,72.45454545454545,76.0909090909091,0,0,1.95,1.56375,4,8,7,14,1
8098,8600,9804,76.22727272727273,76.63636363636364,0,1,1.9583333333333333,1.54375,7,9,14,14,0
8099,8686,8533,81.45454545454545,74.22727272727273,7,0,1.2349999999999999,1.4429166666666664,11,8,21,16,1
8100,8636,8534,79.72727272727273,75.0,6,1,1.346666666666667,1.90625,9,7,19,11,1
8101,9882,10233,76.13636363636364,75.0909090909091,0,0,2.3466666666666667,1.4520833333333332,7,9,15,7,0
8102,9876,9885,74.0909090909091,81.5909090909091,0,7,6.208333333333333,3.108333333333334,3,15,11,28,1
8104,9857,8564,74.31818181818181,77.86363636363636,0,2,3.625,1.4512500000000002,5,5,12,13,0
8105,9804,9875,76.63636363636364,81.54545454545455,1,9,6.8,3.53125,12,9,9,13,0
8106,8535,8540,77.86363636363636,72.81818181818181,2,0,1.95,1.5562499999999997,4,6,16,8,0
8107,9891,7943,70.0909090909091,77.0,0,1,3.808333333333333,2.0941666666666667,4,7,9,12,0
8108,8524,8600,73.4090909090909,76.0909090909091,1,0,3.583333333333334,1.7125000000000001,7,4,13,6,0
8109,10233,8524,75.0,70.81818181818181,0,0,1.8866666666666667,5.96875,9,5,17,6,0
8110,8533,9857,73.18181818181819,73.9090909090909,0,0,2.1333333333333333,1.4229166666666666,5,4,17,15,0
8111,8600,208931,76.4090909090909,71.54545454545455,0,0,2.3083333333333336,2.125,5,5,14,7,0
8112,8543,8535,78.18181818181819,76.9090909090909,2,1,2.141666666666667,2.55625,9,5,17,10,0
8113,9875,9891,81.18181818181819,68.72727272727273,8,0,1.0916666666666668,4.989583333333333,9,4,26,8,1
8114,8540,9876,72.81818181818181,73.9090909090909,0,0,1.1933333333333331,1.3499999999999999,7,6,10,6,1
8117,9885,9882,83.0,74.18181818181819,9,0,1.2883333333333333,1.6916666666666667,12,4,30,11,1
8118,8534,9804,74.0,77.86363636363636,1,3,2.4633333333333334,1.3858333333333333,7,9,11,14,1
8119,8524,9876,74.0909090909091,73.0909090909091,0,0,2.0,1.4791666666666667,5,4,9,10,0
8120,9857,9891,74.27272727272727,70.81818181818181,0,0,1.9349999999999998,3.1958333333333333,1,0,6,0,1
8121,208931,8535,73.31818181818181,77.5,0,1,4.376666666666667,1.5824999999999998,1,12,0,14,0
8122,8533,8636,74.5,80.5909090909091,0,6,3.633333333333333,1.3958333333333337,8,12,17,20,0
8123,10233,9885,74.63636363636364,83.18181818181819,1,10,4.766666666666667,4.08125,6,5,23,13,0
8125,9875,8543,81.36363636363636,79.45454545454545,8,3,1.8716666666666668,1.5824999999999998,5,9,23,17,1
8126,8686,7943,81.36363636363636,73.5,6,0,1.41,2.780416666666666,10,13,17,10,0
8128,8600,8534,76.31818181818181,73.95454545454545,0,0,2.1916666666666664,1.5208333333333333,3,2,8,7,0
8129,208931,9875,73.54545454545455,81.22727272727273,0,8,6.266666666666667,2.4291666666666667,1,7,0,5,0
8130,8533,9804,74.5,77.9090909090909,0,3,2.841666666666667,3.658333333333333,7,10,17,13,1
8131,8534,8524,73.04545454545455,74.54545454545455,0,0,2.1583333333333337,1.5412499999999998,4,5,16,10,0
8132,8535,9857,77.27272727272727,73.9090909090909,1,0,1.5083333333333335,4.195833333333334,12,3,20,6,1
8133,8636,9876,80.9090909090909,74.0,7,0,1.3616666666666666,1.6833333333333336,15,4,16,11,1
8134,9885,9891,82.5,70.86363636363636,10,0,1.175,1.6166666666666665,5,0,23,0,0
8135,8543,10233,79.45454545454545,74.86363636363636,4,1,1.7300000000000002,1.8020833333333333,6,3,22,7,1
8136,8540,7943,73.63636363636364,73.72727272727273,1,0,2.141666666666666,4.364583333333333,10,11,12,8,0
8138,8600,8564,76.22727272727273,79.13636363636364,0,5,3.2416666666666667,2.314583333333333,3,9,7,8,0
8140,9857,8600,73.77272727272727,76.13636363636364,0,0,2.433333333333333,4.602083333333334,3,3,8,9,0
8141,9891,8534,69.72727272727273,73.77272727272727,0,0,3.033333333333333,2.235416666666667,1,4,0,9,1
8142,10233,8564,75.54545454545455,79.04545454545455,1,4,3.1749999999999994,2.6454166666666663,3,9,22,10,1
8143,9876,8543,74.22727272727273,79.72727272727273,0,4,3.6916666666666664,1.3604166666666666,3,9,14,16,0
8144,8636,8535,80.77272727272727,77.68181818181819,6,1,1.8283333333333331,2.1708333333333334,15,12,19,16,0
8145,9875,9885,81.36363636363636,82.27272727272727,8,9,2.225,1.7270833333333335,5,5,25,15,1
8146,8686,208931,81.54545454545455,73.04545454545455,6,0,1.2583333333333333,1.4529166666666669,8,2,17,1,1
8147,7943,8533,74.95454545454545,74.4090909090909,1,0,2.225,1.84375,11,10,18,12,0
8148,9804,8540,77.68181818181819,73.72727272727273,2,1,1.7933333333333332,2.4770833333333333,10,10,18,14,1
8149,208931,9804,73.18181818181819,77.4090909090909,0,1,3.466666666666667,3.1666666666666665,2,10,1,10,1
8150,8533,9876,74.5,74.22727272727273,0,0,2.1,1.6733333333333331,8,2,17,11,0
8151,8534,7943,72.72727272727273,73.81818181818181,0,0,2.466666666666667,1.4241666666666664,4,9,13,10,1
8152,8535,8524,77.72727272727273,74.9090909090909,1,0,1.6416666666666668,1.44625,12,8,20,10,1
8153,9885,9857,83.77272727272727,73.77272727272727,11,0,1.2349999999999999,2.202083333333333,5,3,21,3,1
8154,8543,9891,79.72727272727273,69.63636363636364,3,0,1.3033333333333332,1.5479166666666666,9,4,22,1,1
8155,8564,9875,78.72727272727273,81.36363636363636,2,8,2.891666666666667,1.5070833333333333,6,8,20,6,0
8156,8540,8686,74.63636363636364,81.45454545454545,1,8,3.9999999999999996,3.0533333333333332,7,11,9,16,0
8158,8600,10233,75.68181818181819,75.5909090909091,0,1,2.4916666666666667,1.6229166666666668,3,6,7,7,0
8159,8524,208931,74.27272727272727,73.18181818181819,0,0,1.7833333333333334,5.53125,8,5,10,1,1
8160,9857,8540,74.0,74.27272727272727,0,0,2.578333333333333,3.420833333333333,3,4,8,14,0
8162,10233,8533,76.04545454545455,74.95454545454545,1,0,2.033333333333333,1.8208333333333335,4,6,22,13,1
8163,9876,8600,74.22727272727273,75.77272727272727,0,0,2.3383333333333334,1.4904166666666665,3,4,13,12,0
8164,8636,9885,80.5,83.81818181818181,6,11,2.6750000000000003,1.3812499999999999,12,8,18,14,0
8165,9875,8535,81.27272727272727,77.72727272727273,7,1,1.7383333333333333,2.20625,11,15,25,16,1
8166,8686,8534,81.36363636363636,72.9090909090909,8,0,1.4000000000000001,4.395833333333333,13,7,19,8,1
8167,7943,8543,74.63636363636364,79.4090909090909,1,4,2.983333333333334,1.3583333333333332,6,12,19,19,1
8168,9804,8564,77.77272727272727,78.81818181818181,2,1,2.355,1.3770833333333334,7,6,20,10,0
8169,208931,9857,73.5909090909091,74.68181818181819,0,0,2.1750000000000003,2.4345833333333338,4,3,4,3,0
8170,8533,9875,74.72727272727273,81.27272727272727,0,7,4.471666666666667,2.65125,5,13,17,9,0
8171,8534,10233,73.45454545454545,75.54545454545455,0,1,2.433333333333333,1.3375000000000001,6,7,13,7,1
8172,8535,8686,77.77272727272727,81.95454545454545,1,9,2.5416666666666665,1.61125,12,13,22,18,0
8173,9885,8524,83.22727272727273,74.0,10,0,1.3550000000000002,3.341666666666667,8,8,21,10,1
8174,8543,9804,79.77272727272727,77.72727272727273,5,3,1.9149999999999998,1.3475000000000001,9,5,22,9,1
8175,8564,7943,78.63636363636364,75.22727272727273,1,1,1.78,1.3645833333333333,4,8,20,10,1
8176,8540,8636,74.18181818181819,80.5,0,7,3.8083333333333336,1.54875,4,10,8,22,0
8178,8600,9891,76.04545454545455,70.27272727272727,0,0,1.7199999999999998,1.3441666666666665,5,4,5,1,1
8179,10218,10235,65.31818181818181,72.45454545454545,0,0,3.6333333333333333,1.625,0,0,0,0,0
8181,10228,8464,72.04545454545455,70.31818181818181,0,0,1.665,3.547916666666667,0,0,0,0,0
8183,9803,8674,70.13636363636364,72.27272727272727,0,0,2.108333333333333,1.6416666666666666,0,0,0,0,1
8184,8526,8593,65.77272727272727,78.18181818181819,0,2,9.333333333333334,5.0625,0,0,0,0,0
8185,10217,8277,69.22727272727273,70.86363636363636,0,0,1.9033333333333333,2.56875,0,0,0,0,0
8186,10229,8640,71.81818181818181,76.5,0,2,2.6283333333333334,1.52375,0,0,0,0,1
8187,9761,8611,69.72727272727273,74.54545454545455,0,2,4.666666666666667,2.674166666666667,0,0,0,0,0
8188,8526,9761,66.5909090909091,68.77272727272727,0,0,2.3683333333333336,1.445833333333333,3,9,3,3,1
8189,9839,10219,67.0909090909091,66.68181818181819,0,0,3.3000000000000003,1.4270833333333333,1,6,2,6,1
8190,10218,9791,64.95454545454545,69.77272727272727,0,0,5.03,1.7104166666666665,1,8,1,2,0
8192,9908,10228,69.72727272727273,72.54545454545455,0,0,2.0666666666666664,1.3304166666666666,7,9,8,5,0
8193,8593,10235,77.72727272727273,71.72727272727273,3,0,1.413333333333333,2.78125,6,9,8,7,0
8194,10229,9803,72.63636363636364,69.27272727272727,0,0,1.24,2.6075,13,9,12,0,1
8195,8674,8611,71.5909090909091,75.72727272727273,0,3,3.8000000000000003,1.32375,9,8,6,10,0
8196,8277,8640,71.5909090909091,76.9090909090909,0,1,5.425,1.8104166666666666,10,11,7,7,0
8197,9761,9839,68.77272727272727,68.04545454545455,0,0,1.47,1.8854166666666667,9,3,7,0,1
8198,9803,8593,68.77272727272727,76.77272727272727,0,2,4.751666666666666,2.530416666666667,6,4,12,8,0
8199,10218,10219,65.13636363636364,66.68181818181819,0,0,3.9166666666666665,1.6062500000000002,1,3,1,6,1
8200,10228,10217,72.54545454545455,69.22727272727273,0,0,1.6049999999999998,1.3812500000000003,11,6,5,6,1
8201,8611,8640,76.31818181818181,76.9090909090909,4,1,2.3716666666666666,5.229166666666667,9,11,10,8,0
8202,8526,8277,66.5909090909091,71.81818181818181,0,0,3.4083333333333337,3.8874999999999997,6,11,6,7,0
8203,8674,10235,71.77272727272727,71.4090909090909,0,0,2.313333333333333,1.3391666666666666,10,7,7,8,1
8204,8464,9908,69.0,69.9090909090909,0,0,2.2416666666666667,1.58125,0,4,6,3,1
8205,9791,10229,69.77272727272727,71.45454545454545,0,0,3.5416666666666665,2.1208333333333336,11,13,7,10,0
8206,9839,10218,67.72727272727273,65.13636363636364,0,0,1.625,1.3929166666666666,3,4,5,1,0
8207,9761,8277,68.77272727272727,71.95454545454545,0,0,2.5783333333333336,1.3191666666666666,9,11,10,10,1
8208,9803,10228,68.81818181818181,72.54545454545455,0,0,2.613333333333333,2.064583333333333,6,11,12,8,0
8209,10219,8674,66.04545454545455,71.77272727272727,0,0,3.0116666666666667,1.8699999999999999,3,10,6,4,0
8210,8611,8526,76.36363636363636,66.4090909090909,4,0,1.1216666666666666,1.4770833333333335,7,3,11,2,1
8211,9908,8593,70.72727272727273,78.63636363636364,0,3,5.066666666666666,1.5354166666666667,3,6,8,11,1
8213,10235,8464,71.9090909090909,69.0,0,0,1.3950000000000002,1.3499999999999999,4,3,10,1,0
8214,8640,9791,76.31818181818181,69.4090909090909,1,0,1.2233333333333334,2.69375,11,10,13,5,1
8215,8526,8640,66.4090909090909,76.4090909090909,0,1,8.583333333333334,4.96875,3,11,6,9,0
8216,8464,9803,69.0,69.13636363636364,0,0,1.675,1.9020833333333336,6,6,9,0,0
8217,10228,10219,72.54545454545455,66.4090909090909,0,0,1.3816666666666666,1.5429166666666665,11,1,8,6,0
8218,9791,8611,69.5909090909091,76.0,0,3,3.941666666666667,2.0825,9,9,7,11,0
8219,8593,9761,78.0909090909091,68.77272727272727,3,0,1.1616666666666666,1.4054166666666665,5,9,9,3,0
8220,10217,9908,67.31818181818181,69.36363636363636,0,0,2.0916666666666663,5.9375,6,6,4,3,0
8221,8277,10235,72.5,72.18181818181819,0,0,2.0500000000000003,1.4124999999999999,8,4,8,8,0
8222,8674,9839,71.77272727272727,67.04545454545455,0,0,1.165,1.5604166666666668,8,4,10,0,1
8223,10218,10229,65.81818181818181,75.13636363636364,0,2,9.833333333333334,1.3483333333333334,4,10,4,13,0
8224,10229,9908,71.86363636363636,68.13636363636364,0,0,1.285,1.5999999999999999,13,4,15,4,1
8225,9761,10228,69.31818181818181,72.77272727272727,0,0,2.5716666666666668,1.8125,10,11,13,11,0
8226,9839,8526,67.04545454545455,67.72727272727273,0,0,2.108333333333333,2.3187499999999996,4,3,6,2,0
8227,9803,9791,69.13636363636364,70.81818181818181,0,0,2.316666666666667,1.9762500000000003,6,7,12,5,1
8228,8640,8674,77.86363636363636,72.5909090909091,4,1,1.2866666666666666,1.7708333333333333,11,8,16,5,1
8229,10219,10235,66.86363636363636,72.68181818181819,0,0,3.263333333333333,1.5,2,7,7,11,0
8232,8611,8277,76.77272727272727,72.72727272727273,3,0,1.2283333333333333,1.8520833333333335,9,7,14,10,0
8233,9791,9839,70.36363636363636,67.04545454545455,0,0,1.265,1.40125,4,4,8,0,1
8235,10217,9761,68.13636363636364,69.22727272727273,0,0,2.158333333333333,4.9375,7,8,5,4,1
8236,8526,9803,67.13636363636364,69.18181818181819,0,0,2.513333333333333,1.3458333333333334,6,6,6,3,0
8237,8593,10218,76.4090909090909,65.68181818181819,2,0,1.0866666666666667,1.633333333333333,6,5,10,2,1
8238,10235,8640,72.68181818181819,77.9090909090909,0,4,3.4499999999999997,1.4666666666666666,7,11,10,12,1
8239,8277,10219,72.72727272727273,66.68181818181819,0,0,1.581666666666667,2.2083333333333335,5,2,8,7,1
8240,9908,8611,68.77272727272727,76.36363636363636,0,3,4.321666666666666,2.829166666666666,4,7,11,12,0
8241,10228,10229,72.77272727272727,74.5909090909091,0,2,3.0833333333333335,1.366666666666667,11,13,9,13,1
8242,10217,9791,68.18181818181819,70.36363636363636,0,0,2.493333333333333,1.3333333333333333,7,4,8,5,1
8244,10229,8526,75.13636363636364,66.5,2,0,1.1166666666666667,1.3962500000000002,10,3,18,5,1
8245,10218,10228,65.31818181818181,73.54545454545455,0,0,5.833333333333333,2.5791666666666666,5,11,5,12,0
8246,8640,9761,78.13636363636364,68.72727272727273,4,0,1.135,3.0395833333333333,10,8,19,4,1
8247,9908,10235,68.54545454545455,72.68181818181819,0,0,2.975,1.4358333333333333,4,9,11,14,0
8248,10219,8593,67.77272727272727,76.18181818181819,0,2,7.291666666666667,2.79125,2,8,7,11,0
8249,9839,9803,67.22727272727273,69.13636363636364,0,0,3.966666666666667,1.7541666666666664,1,9,6,6,1
8250,8277,8674,72.72727272727273,72.13636363636364,0,1,1.995,4.570833333333334,7,8,11,5,0
8251,8526,10219,66.68181818181819,67.22727272727273,0,0,2.4166666666666665,1.5445833333333334,3,2,6,7,0
8252,9791,8277,70.36363636363636,73.4090909090909,0,0,1.8433333333333335,4.20625,4,5,11,11,0
8253,9803,10218,69.54545454545455,65.4090909090909,0,0,1.24,1.6458333333333337,9,5,15,2,1
8255,8674,9908,72.13636363636364,68.0,1,0,1.5700000000000003,2.95125,8,5,13,4,1
8256,8593,10217,76.54545454545455,67.54545454545455,2,0,1.1683333333333332,2.7729166666666667,10,7,13,6,1
8257,9761,10229,69.04545454545455,74.5909090909091,0,2,4.23,1.5125000000000002,5,10,14,14,1
8258,10235,8611,73.31818181818181,76.5,0,3,2.7216666666666662,4.78125,10,9,13,15,1
8259,10228,8640,73.45454545454545,78.13636363636364,0,4,3.35,2.2312499999999997,11,12,12,12,0
8260,10217,9803,69.86363636363636,69.36363636363636,0,0,1.955,1.4312500000000001,7,12,11,6,0
8261,8526,10228,67.36363636363636,72.77272727272727,0,0,4.471666666666667,1.9270833333333333,3,8,6,15,0
8262,8611,10219,76.9090909090909,66.9090909090909,3,0,1.2166666666666668,2.2645833333333334,8,4,15,10,1
8263,10218,9761,66.54545454545455,68.77272727272727,0,0,3.908333333333333,1.5583333333333333,2,5,5,4,1
8264,9908,8640,68.95454545454545,78.13636363636364,0,4,6.566666666666666,5.78125,2,12,12,15,0
8265,8277,8464,72.13636363636364,69.36363636363636,0,0,1.5645,2.592083333333333,8,6,12,4,0
8266,9839,10235,67.54545454545455,71.68181818181819,0,0,6.5,1.3479166666666667,4,13,9,15,1
8267,10229,8593,75.18181818181819,76.22727272727273,2,2,2.4083333333333337,1.3266666666666669,7,10,21,14,0
8268,8674,9791,72.04545454545455,70.9090909090909,1,0,1.6433333333333333,1.3858333333333333,8,4,16,5,1
8269,8640,8277,78.13636363636364,72.81818181818181,4,0,1.2133333333333334,1.5641666666666667,10,8,22,14,1
8270,10228,9908,71.95454545454545,69.36363636363636,0,0,1.5,1.5916666666666668,10,2,12,4,1
8271,9761,8526,68.77272727272727,66.81818181818181,0,0,1.5716666666666665,1.789583333333333,4,3,17,5,0
8272,9791,10218,70.9090909090909,66.54545454545455,0,0,1.2650000000000001,1.3550000000000002,3,4,11,2,1
8273,9803,10229,69.36363636363636,73.9090909090909,0,1,3.9133333333333336,1.34375,10,5,18,14,1
8274,10235,8593,72.31818181818181,75.5,0,2,3.0500000000000003,2.0375,10,11,16,15,1
8275,10219,9839,67.31818181818181,67.54545454545455,0,0,1.6216666666666668,1.625,3,6,7,0,1
8276,8611,8674,76.9090909090909,71.81818181818181,3,1,1.3866666666666667,3.8125,8,10,18,6,1
8277,8464,10217,69.18181818181819,69.81818181818181,0,0,1.9749999999999999,1.3475000000000001,9,8,9,6,1
8278,8611,10229,75.4090909090909,70.72727272727273,3,0,1.7683333333333335,4.802083333333333,3,3,0,0,1
8280,8640,10219,77.04545454545455,66.22727272727273,2,0,1.15,2.03875,0,0,0,0,1
8281,10235,9803,72.45454545454545,69.68181818181819,0,0,1.7683333333333335,1.7583333333333335,3,3,0,0,1
8282,9908,8526,70.04545454545455,65.95454545454545,0,0,1.4949999999999999,1.4124999999999999,0,0,0,0,0
8284,8593,10228,78.0,71.68181818181819,2,0,1.2183333333333333,1.9845833333333331,3,1,0,0,1
8286,8464,10218,70.68181818181819,65.31818181818181,0,0,1.4433333333333334,1.3666666666666665,1,0,0,0,1
8287,10228,9803,72.5,69.36363636363636,0,0,1.5,1.5041666666666667,12,10,15,7,1
8288,10217,10229,68.4090909090909,75.5909090909091,0,2,4.213333333333333,1.6895833333333332,7,5,12,14,0
8289,8277,9761,72.18181818181819,69.63636363636364,0,0,1.6600000000000001,1.5329166666666667,7,4,12,4,1
8290,10218,9839,66.54545454545455,67.68181818181819,0,0,2.1999999999999997,4.810416666666667,4,6,8,0,1
8291,9791,8640,70.13636363636364,77.9090909090909,0,3,4.5,1.7041666666666666,6,10,14,16,0
8292,8593,9908,73.54545454545455,69.36363636363636,1,0,1.2049999999999998,4.154166666666667,10,2,16,4,0
8293,8464,10235,69.86363636363636,72.81818181818181,0,0,2.8833333333333333,2.9033333333333338,12,10,12,15,0
8294,8526,8611,66.72727272727273,74.0909090909091,0,1,7.166666666666667,3.7708333333333335,3,9,6,15,0
8295,8674,10219,71.81818181818181,67.4090909090909,1,0,1.5183333333333333,1.5520833333333333,7,6,19,10,0
8296,8611,9791,77.0,70.18181818181819,3,0,1.2833333333333334,8.21875,10,4,21,5,0
8297,10229,10218,75.5909090909091,66.27272727272727,2,0,1.0933333333333335,1.3875,7,6,22,2,1
8299,9803,8464,69.36363636363636,69.36363636363636,0,0,1.885,1.3816666666666668,7,9,21,7,1
8300,9761,8593,68.63636363636364,75.81818181818181,0,2,4.308333333333334,2.3720833333333338,4,7,18,15,0
8301,9908,10217,69.18181818181819,69.27272727272727,0,0,1.7516666666666667,1.4916666666666665,5,4,13,6,0
8302,8640,8526,77.95454545454545,67.0,3,0,1.09,1.8270833333333334,11,1,25,6,1
8303,10219,10228,68.13636363636364,72.5,0,0,3.33,1.3562500000000002,9,12,10,18,0
8304,10235,8277,72.81818181818181,73.22727272727273,0,0,1.4799999999999998,1.679166666666667,10,7,19,14,1
8305,10228,9761,71.95454545454545,69.0,0,0,1.31,4.645833333333333,12,4,18,4,1
8306,9791,9803,69.72727272727273,69.4090909090909,0,0,1.5766666666666669,1.414583333333333,7,10,15,7,1
8307,10217,10218,68.45454545454545,66.54545454545455,0,0,1.4183333333333332,3.30625,2,6,12,2,0
8309,8277,8611,73.22727272727273,77.0,0,3,3.733333333333334,1.4395833333333332,6,9,15,15,0
8310,8674,8640,71.9090909090909,77.9090909090909,1,3,4.6883333333333335,2.375,7,11,19,17,1
8311,8593,8464,75.68181818181819,69.4090909090909,2,0,1.2983333333333333,1.8291666666666666,7,6,16,7,1
8312,9908,10229,69.04545454545455,75.31818181818181,0,2,4.651666666666666,1.7375,5,7,14,17,1
8313,10235,10219,71.95454545454545,67.36363636363636,0,0,1.3566666666666667,2.2937499999999997,12,9,22,13,0
8314,10219,8277,67.36363636363636,73.31818181818181,0,0,2.1833333333333336,1.4395833333333332,7,3,10,13,1
8315,9761,10217,69.0,68.18181818181819,0,0,1.87,1.75,1,3,18,7,1
8317,9803,8526,69.63636363636364,67.27272727272727,0,0,1.295,1.5516666666666667,7,1,21,6,0
8318,10229,10228,74.72727272727273,72.22727272727273,2,0,1.625,5.84375,7,15,25,21,0
8319,10218,8593,66.45454545454545,75.95454545454545,0,2,9.458333333333334,2.6833333333333336,7,7,11,15,0
8320,8611,9908,76.81818181818181,69.0909090909091,3,0,1.26,1.41625,9,8,21,7,1
8321,8640,10235,77.9090909090909,72.36363636363636,4,0,1.4233333333333331,4.71875,8,10,28,15,1
8322,8464,8674,69.81818181818181,71.63636363636364,0,1,2.233333333333333,1.4970833333333333,6,9,12,6,1
8323,10217,10228,68.63636363636364,72.5909090909091,0,0,3.9,2.2533333333333334,2,13,13,22,0
8325,10219,10218,67.4090909090909,65.9090909090909,0,0,1.3950000000000002,3.997916666666667,10,4,13,3,1
8326,10229,9791,75.72727272727273,69.31818181818181,2,0,1.3500000000000003,2.24375,7,10,26,8,1
8327,8593,9803,76.13636363636364,68.5909090909091,2,0,1.2133333333333332,2.9783333333333335,9,6,19,7,1
8328,9908,8464,69.81818181818181,69.81818181818181,0,0,1.9433333333333334,1.4541666666666666,7,6,16,7,0
8329,8277,8526,73.9090909090909,67.27272727272727,0,0,1.32,1.4625000000000001,3,4,15,9,1
8330,10235,8674,73.31818181818181,72.54545454545455,0,1,1.4883333333333333,1.5633333333333332,10,6,20,6,1
8331,8640,8611,77.04545454545455,77.0,3,3,1.8150000000000002,1.5075,10,12,28,18,0
8333,8464,8611,68.95454545454545,76.0,0,2,4.343333333333334,2.8958333333333335,4,12,15,18,1
8334,10228,10218,73.27272727272727,66.5909090909091,0,0,1.1666666666666665,2.936666666666667,11,4,20,3,1
8335,9791,10217,70.18181818181819,69.0909090909091,0,0,1.4449999999999996,1.47625,10,3,17,7,0
8336,9761,8640,68.5909090909091,78.31818181818181,0,4,5.658333333333334,2.2304166666666667,4,7,20,14,1
8337,10235,9908,73.31818181818181,69.68181818181819,0,0,1.3316666666666668,1.3275,10,8,22,7,0
8338,8526,10229,67.04545454545455,75.0,0,2,7.166666666666667,2.67,4,10,6,14,0
8339,8674,8277,71.77272727272727,74.0,1,0,1.9016666666666666,2.4083333333333337,3,6,22,13,0
8340,8593,10219,75.18181818181819,65.77272727272727,2,0,1.1933333333333331,2.92,12,10,19,11,1
8341,8277,9791,74.0,70.18181818181819,0,0,1.955,1.5645833333333332,6,7,15,8,1
8342,10229,9761,74.54545454545455,68.04545454545455,2,0,1.2166666666666666,2.0783333333333336,10,6,26,4,0
8343,10219,8526,67.22727272727273,66.72727272727273,0,0,1.4566666666666663,1.9333333333333333,7,4,13,8,1
8344,10218,9803,66.68181818181819,69.18181818181819,0,0,3.2083333333333335,3.015833333333333,1,3,11,7,1
8345,8640,10228,78.13636363636364,73.18181818181819,3,0,1.4833333333333334,1.5720833333333333,6,11,25,22,1
8346,10217,8593,69.0909090909091,75.45454545454545,0,2,6.066666666666666,2.009583333333333,6,15,13,17,0
8347,8611,10235,73.54545454545455,73.5,1,0,1.615,1.6204166666666666,9,8,21,14,0
8349,9908,8674,69.0,72.86363636363636,0,1,2.0,1.4041666666666666,6,3,14,6,1
8350,10229,10219,74.95454545454545,67.5909090909091,2,0,1.2733333333333332,1.4645833333333333,8,10,24,8,1
8351,9791,9908,68.72727272727273,68.54545454545455,0,0,1.785,2.1354166666666665,6,8,17,5,1
8352,9761,8464,68.04545454545455,69.72727272727273,0,0,2.433333333333333,4.520833333333333,7,7,23,8,0
8353,10228,9839,73.0,67.04545454545455,0,0,1.2483333333333333,5.416666666666667,8,6,23,0,1
8354,10217,8611,68.4090909090909,75.0,0,1,5.75,1.4020833333333336,5,9,13,18,0
8355,8593,8640,75.27272727272727,78.36363636363636,2,4,2.085,2.0316666666666667,15,6,19,13,1
8356,8526,10235,66.63636363636364,73.77272727272727,0,0,6.5,2.0366666666666666,3,8,6,14,0
8357,9803,8277,68.77272727272727,74.5,0,0,2.1999999999999997,1.3383333333333336,3,9,21,16,1
